"Gene1"	"Gene2"	"No"	"Weight"	"Significant"
"Net_71"	"Net_71"	"1"	"0.973749517659487"	"Non-non"
"B3GNT3"	"FUT9"	"2"	"0.98493931906488"	"Sig-non"
"B3GNT3"	"FUT4"	"3"	"0.995082461687873"	"Sig-non"
"B3GNT3"	"FUT3"	"4"	"0.995164196142944"	"Sig-non"
"B3GNT3"	"FUT5"	"5"	"0.996622049100806"	"Non-non"
"B3GNT3"	"FUT6"	"6"	"0.997437084045956"	"Sig-non"
"B3GNT3"	"B4GALT4"	"7"	"0.997933692438475"	"Sig-non"
"B3GNT3"	"B4GALT3"	"8"	"0.998254559059212"	"Sig-non"
"B3GNT3"	"B4GALT2"	"9"	"0.99828421920905"	"Sig-non"
"B3GNT3"	"B3GNT4"	"10"	"0.998665016639304"	"Sig-non"
"B3GNT3"	"FUT7"	"11"	"0.998789200223512"	"Non-non"
"B3GNT3"	"ABO"	"12"	"0.998999556180684"	"Non-non"
"B3GNT3"	"FUT1"	"13"	"0.99905621633397"	"Sig-non"
"B3GNT3"	"FUT2"	"14"	"0.999066974923776"	"Sig-non"
"B3GNT3"	"ST3GAL6"	"15"	"0.999138185790124"	"Sig-non"
"B3GNT3"	"B3GNT2"	"16"	"0.999368801804944"	"Sig-non"
"B3GNT3"	"B3GNT1"	"17"	"0.999388182125393"	"Sig-non"
"B3GNT3"	"GCNT2"	"18"	"0.999400842255202"	"Non-non"
"B3GNT3"	"ST8SIA1"	"19"	"0.999453019951117"	"Non-non"
"B3GNT3"	"B4GALT1"	"20"	"0.999504959244178"	"Sig-non"
"FUT9"	"FUT4"	"21"	"0.999518525000353"	"Sig-sig"
"FUT9"	"FUT3"	"22"	"0.99952011910638"	"Sig-sig"
"FUT9"	"FUT5"	"23"	"0.99967604518403"	"Sig-non"
"FUT9"	"FUT6"	"24"	"0.999697537888532"	"Sig-sig"
"FUT9"	"B4GALT4"	"25"	"0.999702028986896"	"Sig-sig"
"FUT9"	"B4GALT3"	"26"	"0.999749397252397"	"Sig-sig"
"FUT9"	"B4GALT2"	"27"	"0.999770752985318"	"Sig-sig"
"FUT9"	"B3GNT4"	"28"	"0.999797312004892"	"Sig-sig"
"FUT9"	"FUT7"	"29"	"0.999847704486014"	"Sig-non"
"FUT9"	"ABO"	"30"	"0.999875154869921"	"Sig-non"
"FUT9"	"FUT1"	"31"	"0.999884311577273"	"Sig-sig"
"FUT9"	"FUT2"	"32"	"0.999893996392111"	"Sig-sig"
"FUT9"	"ST3GAL6"	"33"	"0.999909393271329"	"Sig-sig"
"FUT9"	"B3GNT2"	"34"	"0.999915365441951"	"Sig-sig"
"FUT9"	"B3GNT1"	"35"	"0.999915837679779"	"Sig-sig"
"FUT9"	"GCNT2"	"36"	"0.999918141564002"	"Sig-non"
"FUT9"	"ST8SIA1"	"37"	"0.999925538099827"	"Sig-non"
"FUT9"	"B4GALT1"	"38"	"0.999930479643664"	"Sig-sig"
"FUT4"	"FUT3"	"39"	"0.99994930592481"	"Sig-sig"
"FUT4"	"FUT5"	"40"	"0.999965389040277"	"Sig-non"
"FUT4"	"FUT6"	"41"	"0.999968092157365"	"Sig-sig"
"FUT4"	"B4GALT4"	"42"	"0.99997054066265"	"Sig-sig"
"FUT4"	"B4GALT3"	"43"	"0.999971075217557"	"Sig-sig"
"FUT4"	"B4GALT2"	"44"	"0.999973729175812"	"Sig-sig"
"FUT4"	"B3GNT4"	"45"	"0.999976583793818"	"Sig-sig"
"FUT4"	"FUT7"	"46"	"0.99998022223704"	"Sig-non"
"FUT4"	"ABO"	"47"	"0.999986330003938"	"Sig-non"
"FUT4"	"FUT1"	"48"	"0.999988359621733"	"Sig-sig"
"FUT4"	"FUT2"	"49"	"0.999989053560927"	"Sig-sig"
"FUT4"	"ST3GAL6"	"50"	"0.999989489775952"	"Sig-sig"
"FUT4"	"B3GNT2"	"51"	"0.999990247712867"	"Sig-sig"
"FUT4"	"B3GNT1"	"52"	"0.999991541172878"	"Sig-sig"
"FUT4"	"GCNT2"	"53"	"0.999992602253691"	"Sig-non"
"FUT4"	"ST8SIA1"	"54"	"0.999993091293471"	"Sig-non"
"FUT4"	"B4GALT1"	"55"	"0.999993113828633"	"Sig-sig"
"FUT3"	"FUT5"	"56"	"0.999993230869657"	"Sig-non"
"FUT3"	"FUT6"	"57"	"0.99999323586116"	"Sig-sig"
"FUT3"	"B4GALT4"	"58"	"0.999993677311567"	"Sig-sig"
"FUT3"	"B4GALT3"	"59"	"0.999994081839168"	"Sig-sig"
"FUT3"	"B4GALT2"	"60"	"0.999994393224563"	"Sig-sig"
"FUT3"	"B3GNT4"	"61"	"0.999994791592222"	"Sig-sig"
"FUT3"	"FUT7"	"62"	"0.999994921376007"	"Sig-non"
"FUT3"	"ABO"	"63"	"0.999995695447527"	"Sig-non"
"FUT3"	"FUT1"	"64"	"0.999996297012398"	"Sig-sig"
"FUT3"	"FUT2"	"65"	"0.999996389401082"	"Sig-sig"
"FUT3"	"ST3GAL6"	"66"	"0.999996424226179"	"Sig-sig"
"FUT3"	"B3GNT2"	"67"	"0.999996632013803"	"Sig-sig"
"FUT3"	"B3GNT1"	"68"	"0.999996805586275"	"Sig-sig"
"FUT3"	"GCNT2"	"69"	"0.999996816416683"	"Sig-non"
"FUT3"	"ST8SIA1"	"70"	"0.999996982110168"	"Sig-non"
"FUT3"	"B4GALT1"	"71"	"0.999997500986595"	"Sig-sig"
"FUT5"	"FUT6"	"72"	"0.999997603805456"	"Sig-non"
"FUT5"	"B4GALT4"	"73"	"0.999997643728171"	"Sig-non"
"FUT5"	"B4GALT3"	"74"	"0.999997943027903"	"Sig-non"
"FUT5"	"B4GALT2"	"75"	"0.999998262250691"	"Sig-non"
"FUT5"	"B3GNT4"	"76"	"0.999998681977365"	"Sig-non"
"FUT5"	"FUT7"	"77"	"0.99999888096703"	"Non-non"
"FUT5"	"ABO"	"78"	"0.999998884142632"	"Non-non"
"FUT5"	"FUT1"	"79"	"0.999998949994317"	"Sig-non"
"FUT5"	"FUT2"	"80"	"0.999999085974364"	"Sig-non"
"FUT5"	"ST3GAL6"	"81"	"0.999999099452359"	"Sig-non"
"FUT5"	"B3GNT2"	"82"	"0.999999182101692"	"Sig-non"
"FUT5"	"B3GNT1"	"83"	"0.999999227376039"	"Sig-non"
"FUT5"	"GCNT2"	"84"	"0.99999926696398"	"Non-non"
"FUT5"	"ST8SIA1"	"85"	"0.999999351769683"	"Non-non"
"FUT5"	"B4GALT1"	"86"	"0.999999420174188"	"Sig-non"
"FUT6"	"B4GALT4"	"87"	"0.999999526526995"	"Sig-sig"
"FUT6"	"B4GALT3"	"88"	"0.999999542523186"	"Sig-sig"
"FUT6"	"B4GALT2"	"89"	"0.999999553405534"	"Sig-sig"
"FUT6"	"B3GNT4"	"90"	"0.999999567667253"	"Sig-sig"
"FUT6"	"FUT7"	"91"	"0.999999630612206"	"Sig-non"
"FUT6"	"ABO"	"92"	"0.999999640112804"	"Sig-non"
"FUT6"	"FUT1"	"93"	"0.999999664811833"	"Sig-sig"
"FUT6"	"FUT2"	"94"	"0.999999676997685"	"Sig-sig"
"FUT6"	"ST3GAL6"	"95"	"0.999999716667181"	"Sig-sig"
"FUT6"	"B3GNT2"	"96"	"0.999999722705681"	"Sig-sig"
"FUT6"	"B3GNT1"	"97"	"0.999999726298161"	"Sig-sig"
"FUT6"	"GCNT2"	"98"	"0.99999972839006"	"Sig-non"
"FUT6"	"ST8SIA1"	"99"	"0.999999732566932"	"Sig-non"
"FUT6"	"B4GALT1"	"100"	"0.999999739163212"	"Sig-sig"
"B4GALT4"	"B4GALT3"	"101"	"0.999999752178333"	"Sig-sig"
"B4GALT4"	"B4GALT2"	"102"	"0.999999797527616"	"Sig-sig"
"B4GALT4"	"B3GNT4"	"103"	"0.999999805998644"	"Sig-sig"
"B4GALT4"	"FUT7"	"104"	"0.999999810031859"	"Sig-non"
"B4GALT4"	"ABO"	"105"	"0.999999843236294"	"Sig-non"
"B4GALT4"	"FUT1"	"106"	"0.999999858820347"	"Sig-sig"
"B4GALT4"	"FUT2"	"107"	"0.999999860204598"	"Sig-sig"
"B4GALT4"	"ST3GAL6"	"108"	"0.99999987223061"	"Sig-sig"
"B4GALT4"	"B3GNT2"	"109"	"0.999999885404211"	"Sig-sig"
"B4GALT4"	"B3GNT1"	"110"	"0.999999906922233"	"Sig-sig"
"B4GALT4"	"GCNT2"	"111"	"0.99999991843423"	"Sig-non"
"B4GALT4"	"ST8SIA1"	"112"	"0.999999921415984"	"Sig-non"
"B4GALT4"	"B4GALT1"	"113"	"0.999999933560534"	"Sig-sig"
"B4GALT3"	"B4GALT2"	"114"	"0.999999943242281"	"Sig-sig"
"B4GALT3"	"B3GNT4"	"115"	"0.999999948809399"	"Sig-sig"
"B4GALT3"	"FUT7"	"116"	"0.999999955413225"	"Sig-non"
"B4GALT3"	"ABO"	"117"	"0.999999958342261"	"Sig-non"
"B4GALT3"	"FUT1"	"118"	"0.999999959754328"	"Sig-sig"
"B4GALT3"	"FUT2"	"119"	"0.999999962165819"	"Sig-sig"
"B4GALT3"	"ST3GAL6"	"120"	"0.999999965727184"	"Sig-sig"
"B4GALT3"	"B3GNT2"	"121"	"0.99999996840371"	"Sig-sig"
"B4GALT3"	"B3GNT1"	"122"	"0.999999974220981"	"Sig-sig"
"B4GALT3"	"GCNT2"	"123"	"0.999999976897861"	"Sig-non"
"B4GALT3"	"ST8SIA1"	"124"	"0.99999998016289"	"Sig-non"
"B4GALT3"	"B4GALT1"	"125"	"0.999999982244813"	"Sig-sig"
"B4GALT2"	"B3GNT4"	"126"	"0.999999982669534"	"Sig-sig"
"B4GALT2"	"FUT7"	"127"	"0.999999985767169"	"Sig-non"
"B4GALT2"	"ABO"	"128"	"0.99999998583487"	"Sig-non"
"B4GALT2"	"FUT1"	"129"	"0.99999998657851"	"Sig-sig"
"B4GALT2"	"FUT2"	"130"	"0.999999986881891"	"Sig-sig"
"B4GALT2"	"ST3GAL6"	"131"	"0.999999989357711"	"Sig-sig"
"B4GALT2"	"B3GNT2"	"132"	"0.999999989856394"	"Sig-sig"
"B4GALT2"	"B3GNT1"	"133"	"0.999999990325568"	"Sig-sig"
"B4GALT2"	"GCNT2"	"134"	"0.999999990903673"	"Sig-non"
"B4GALT2"	"ST8SIA1"	"135"	"0.999999990923371"	"Sig-non"
"B4GALT2"	"B4GALT1"	"136"	"0.999999991350923"	"Sig-sig"
"B3GNT4"	"FUT7"	"137"	"0.999999992382162"	"Sig-non"
"B3GNT4"	"ABO"	"138"	"0.999999992457029"	"Sig-non"
"B3GNT4"	"FUT1"	"139"	"0.999999993111752"	"Sig-sig"
"B3GNT4"	"FUT2"	"140"	"0.999999994430698"	"Sig-sig"
"B3GNT4"	"ST3GAL6"	"141"	"0.999999994554272"	"Sig-sig"
"B3GNT4"	"B3GNT2"	"142"	"0.999999994576841"	"Sig-sig"
"B3GNT4"	"B3GNT1"	"143"	"0.999999994674264"	"Sig-sig"
"B3GNT4"	"GCNT2"	"144"	"0.999999995849244"	"Sig-non"
"B3GNT4"	"ST8SIA1"	"145"	"0.999999996126495"	"Sig-non"
"B3GNT4"	"B4GALT1"	"146"	"0.999999996947295"	"Sig-sig"
"FUT7"	"ABO"	"147"	"0.999999997060404"	"Non-non"
"FUT7"	"FUT1"	"148"	"0.999999997136685"	"Sig-non"
"FUT7"	"FUT2"	"149"	"0.999999997458138"	"Sig-non"
"FUT7"	"ST3GAL6"	"150"	"0.999999998211928"	"Sig-non"
"FUT7"	"B3GNT2"	"151"	"0.999999998524516"	"Sig-non"
"FUT7"	"B3GNT1"	"152"	"0.999999998550881"	"Sig-non"
"FUT7"	"GCNT2"	"153"	"0.999999998617935"	"Non-non"
"FUT7"	"ST8SIA1"	"154"	"0.999999998990436"	"Non-non"
"FUT7"	"B4GALT1"	"155"	"0.999999999279101"	"Sig-non"
"ABO"	"FUT1"	"156"	"0.999999999298356"	"Sig-non"
"ABO"	"FUT2"	"157"	"0.999999999434288"	"Sig-non"
"ABO"	"ST3GAL6"	"158"	"0.999999999442583"	"Sig-non"
"ABO"	"B3GNT2"	"159"	"0.999999999465615"	"Sig-non"
"ABO"	"B3GNT1"	"160"	"0.999999999586764"	"Sig-non"
"ABO"	"GCNT2"	"161"	"0.999999999620233"	"Non-non"
"ABO"	"ST8SIA1"	"162"	"0.999999999655445"	"Non-non"
"ABO"	"B4GALT1"	"163"	"0.999999999739454"	"Sig-non"
"FUT1"	"FUT2"	"164"	"0.999999999770007"	"Sig-sig"
"FUT1"	"ST3GAL6"	"165"	"0.999999999846081"	"Sig-sig"
"FUT1"	"B3GNT2"	"166"	"0.999999999903109"	"Sig-sig"
"FUT1"	"B3GNT1"	"167"	"0.999999999914101"	"Sig-sig"
"FUT1"	"GCNT2"	"168"	"0.999999999919184"	"Sig-non"
"FUT1"	"ST8SIA1"	"169"	"0.999999999936827"	"Sig-non"
"FUT1"	"B4GALT1"	"170"	"0.999999999940806"	"Sig-sig"
"FUT2"	"ST3GAL6"	"171"	"0.999999999941005"	"Sig-sig"
"FUT2"	"B3GNT2"	"172"	"0.999999999942691"	"Sig-sig"
"FUT2"	"B3GNT1"	"173"	"0.999999999944255"	"Sig-sig"
"FUT2"	"GCNT2"	"174"	"0.999999999952446"	"Sig-non"
"FUT2"	"ST8SIA1"	"175"	"0.999999999960797"	"Sig-non"
"FUT2"	"B4GALT1"	"176"	"0.999999999969695"	"Sig-sig"
"ST3GAL6"	"B3GNT2"	"177"	"0.999999999971132"	"Sig-sig"
"ST3GAL6"	"B3GNT1"	"178"	"0.999999999973465"	"Sig-sig"
"ST3GAL6"	"GCNT2"	"179"	"0.999999999979813"	"Sig-non"
"ST3GAL6"	"ST8SIA1"	"180"	"0.999999999983662"	"Sig-non"
"ST3GAL6"	"B4GALT1"	"181"	"0.999999999985055"	"Sig-sig"
"B3GNT2"	"B3GNT1"	"182"	"0.999999999992993"	"Sig-sig"
"B3GNT2"	"GCNT2"	"183"	"0.999999999994217"	"Sig-non"
"B3GNT2"	"ST8SIA1"	"184"	"0.999999999996183"	"Sig-non"
"B3GNT2"	"B4GALT1"	"185"	"0.999999999996781"	"Sig-sig"
"B3GNT1"	"GCNT2"	"186"	"0.999999999999552"	"Sig-non"
"B3GNT1"	"ST8SIA1"	"187"	"0.999999999999603"	"Sig-non"
"B3GNT1"	"B4GALT1"	"188"	"0.999999999999639"	"Sig-sig"
"GCNT2"	"ST8SIA1"	"189"	"0.999999999999843"	"Non-non"
"GCNT2"	"B4GALT1"	"190"	"0.999999999999994"	"Sig-non"
"ST8SIA1"	"B4GALT1"	"191"	"Net_71"	"Sig-non"
