"Gene1"	"Gene2"	"No"	"Weight"	"Significant"
"Net_156"	"Net_156"	"1"	"0.55899440471303"	"Non-non"
"IFNB1"	"CHUK"	"2"	"0.66065212729716"	"Non-non"
"IFNB1"	"TRAF6"	"3"	"0.667417585706037"	"Sig-non"
"IFNB1"	"IRAK1"	"4"	"0.69309892656522"	"Sig-non"
"IFNB1"	"IRAK4"	"5"	"0.697124884350576"	"Sig-non"
"IFNB1"	"MYD88"	"6"	"0.747650657800091"	"Sig-non"
"IFNB1"	"MAPK1"	"7"	"0.803355431378022"	"Sig-non"
"IFNB1"	"MAPK3"	"8"	"0.819686700152376"	"Sig-non"
"IFNB1"	"MAP3K8"	"9"	"0.822769961639842"	"Sig-non"
"IFNB1"	"NFKB1"	"10"	"0.830910171956946"	"Sig-non"
"IFNB1"	"SPP1"	"11"	"0.847532176513678"	"Sig-non"
"IFNB1"	"TRAF3"	"12"	"0.850158934194792"	"Sig-non"
"IFNB1"	"RIPK1"	"13"	"0.895536604961575"	"Sig-non"
"IFNB1"	"IRF5"	"14"	"0.906248063470868"	"Non-non"
"IFNB1"	"CXCL11"	"15"	"0.91045173169211"	"Sig-non"
"IFNB1"	"CXCL10"	"16"	"0.913437069655765"	"Sig-non"
"IFNB1"	"IFNA1"	"17"	"0.917932042851695"	"Sig-non"
"IFNB1"	"IFNA2"	"18"	"0.925654248214187"	"Non-non"
"IFNB1"	"IFNA4"	"19"	"0.931859510200789"	"Non-non"
"IFNB1"	"IFNA5"	"20"	"0.935992826025687"	"Non-non"
"IFNB1"	"IFNA6"	"21"	"0.942684670945754"	"Non-non"
"IFNB1"	"IFNA7"	"22"	"0.942747753209863"	"Non-non"
"IFNB1"	"IFNA8"	"23"	"0.943263461147514"	"Non-non"
"IFNB1"	"IFNA10"	"24"	"0.943798213702109"	"Non-non"
"IFNB1"	"IFNA13"	"25"	"0.944088973577851"	"Non-non"
"IFNB1"	"IFNA14"	"26"	"0.944672433195746"	"Non-non"
"IFNB1"	"IFNA16"	"27"	"0.948778635879543"	"Non-non"
"IFNB1"	"IFNA17"	"28"	"0.950963618312703"	"Sig-non"
"IFNB1"	"IFNA21"	"29"	"0.952767628033032"	"Non-non"
"IFNB1"	"CD86"	"30"	"0.952932790185271"	"Sig-non"
"IFNB1"	"CD40"	"31"	"0.953129827101204"	"Sig-non"
"IFNB1"	"IKBKB"	"32"	"0.954143082528052"	"Non-non"
"IFNB1"	"MAP3K7"	"33"	"0.954941262265726"	"Sig-non"
"IFNB1"	"MAPK14"	"34"	"0.957798862154305"	"Sig-non"
"IFNB1"	"MAPK11"	"35"	"0.957824466486914"	"Sig-non"
"IFNB1"	"MAPK13"	"36"	"0.959720487181587"	"Sig-non"
"IFNB1"	"IL8"	"37"	"0.959983277980379"	"Sig-non"
"IFNB1"	"RAC1"	"38"	"0.960253854518412"	"Sig-non"
"IFNB1"	"MAPK8"	"39"	"0.96062442975668"	"Non-non"
"IFNB1"	"MAPK9"	"40"	"0.96137028495609"	"Sig-non"
"IFNB1"	"MAPK10"	"41"	"0.961506452279374"	"Sig-non"
"IFNB1"	"IL1B"	"42"	"0.962891997982799"	"Sig-non"
"IFNB1"	"TBK1"	"43"	"0.962977867623499"	"Sig-non"
"IFNB1"	"IKBKE"	"44"	"0.963444486483978"	"Sig-non"
"IFNB1"	"FADD"	"45"	"0.964436748180848"	"Sig-non"
"IFNB1"	"IL6"	"46"	"0.964865489228589"	"Sig-non"
"IFNB1"	"CCL5"	"47"	"0.965635477985028"	"Sig-non"
"IFNB1"	"MAP3K7IP1"	"48"	"0.965935944927635"	"Non-non"
"IFNB1"	"AKT3"	"49"	"0.965955330613403"	"Sig-non"
"IFNB1"	"AKT1"	"50"	"0.966160469507289"	"Non-non"
"IFNB1"	"AKT2"	"51"	"0.967821911072162"	"Sig-non"
"IFNB1"	"MAP3K7IP2"	"52"	"0.967954113923364"	"Non-non"
"IFNB1"	"STAT1"	"53"	"0.968518875214906"	"Sig-non"
"IFNB1"	"NFKBIA"	"54"	"0.969473908598983"	"Sig-non"
"IFNB1"	"TNF"	"55"	"0.969483109687467"	"Sig-non"
"IFNB1"	"IRF3"	"56"	"0.969765401070381"	"Sig-non"
"IFNB1"	"CD80"	"57"	"0.972616902875974"	"Non-non"
"IFNB1"	"TLR2"	"58"	"0.972759745339194"	"Sig-non"
"IFNB1"	"LY96"	"59"	"0.973052643662118"	"Sig-non"
