"Gene1"	"Gene2"	"No"	"Weight"	"Significant"
"Net_210"	"Net_210"	"1"	"0.690319756073456"	"Non-non"
"MAP3K14"	"CHUK"	"2"	"0.756914594864219"	"Non-non"
"MAP3K14"	"IKBKB"	"3"	"0.75963335496046"	"Non-non"
"MAP3K14"	"IKBKE"	"4"	"0.770086132512359"	"Sig-non"
"MAP3K14"	"IKBKG"	"5"	"0.777296578837187"	"Non-non"
"MAP3K14"	"MAP4K4"	"6"	"0.809341702910039"	"Sig-non"
"MAP3K14"	"RELA"	"7"	"0.810456154520278"	"Non-non"
"MAP3K14"	"RELB"	"8"	"0.830040109865178"	"Sig-non"
"MAP3K14"	"NFKB1"	"9"	"0.848080035459431"	"Sig-non"
"MAP3K14"	"NFKB2"	"10"	"0.859006423020456"	"Non-non"
"MAP3K14"	"REL"	"11"	"0.874233083658606"	"Non-non"
"MAP3K14"	"BIRC2"	"12"	"0.877388568245425"	"Non-non"
"MAP3K14"	"BIRC3"	"13"	"0.883591076329571"	"Non-non"
"MAP3K14"	"XIAP"	"14"	"0.886736934316027"	"Sig-non"
"MAP3K14"	"NAIP"	"15"	"0.889690389590598"	"Sig-non"
"MAP3K14"	"TP53"	"16"	"0.890111127048592"	"Sig-non"
"MAP3K14"	"BAX"	"17"	"0.891157847548543"	"Sig-non"
"MAP3K14"	"MAP3K5"	"18"	"0.891178637170042"	"Non-non"
"MAP3K14"	"MAP2K4"	"19"	"0.893648189640464"	"Sig-non"
"MAP3K14"	"MAP2K7"	"20"	"0.90234559701263"	"Sig-non"
"MAP3K14"	"MAPK8"	"21"	"0.905692665038533"	"Non-non"
"MAP3K14"	"BCL2"	"22"	"0.908104233001134"	"Sig-non"
"MAP3K14"	"EGF"	"23"	"0.909016776626362"	"Sig-non"
"MAP3K14"	"ACVR2A"	"24"	"0.909674857855138"	"Sig-non"
"MAP3K14"	"AKT2"	"25"	"0.909693456360959"	"Sig-non"
"MAP3K14"	"ARAF"	"26"	"0.910862290817886"	"Non-non"
"MAP3K14"	"BRAF"	"27"	"0.911554670133866"	"Non-non"
"MAP3K14"	"CDC2"	"28"	"0.911789199893688"	"Sig-non"
"MAP3K14"	"CDK2"	"29"	"0.911798467604898"	"Sig-non"
"MAP3K14"	"CDK4"	"30"	"0.912847206512898"	"Sig-non"
"MAP3K14"	"CDK5"	"31"	"0.913901967838369"	"Sig-non"
"MAP3K14"	"CDK6"	"32"	"0.916381870431521"	"Non-non"
"MAP3K14"	"CDK7"	"33"	"0.91745324948095"	"Sig-non"
"MAP3K14"	"CSNK1A1"	"34"	"0.917485199434988"	"Sig-non"
"MAP3K14"	"CSNK1D"	"35"	"0.920457529795294"	"Sig-non"
"MAP3K14"	"DAPK1"	"36"	"0.922163162771184"	"Sig-non"
"MAP3K14"	"DMPK"	"37"	"0.922859840925014"	"Non-non"
"MAP3K14"	"DYRK1A"	"38"	"0.923016917484613"	"Sig-non"
"MAP3K14"	"EIF2AK2"	"39"	"0.923749322823345"	"Non-non"
"MAP3K14"	"GRK4"	"40"	"0.924022266849746"	"Non-non"
"MAP3K14"	"GRK5"	"41"	"0.924029572662086"	"Sig-non"
"MAP3K14"	"GRK6"	"42"	"0.924731163606249"	"Non-non"
"MAP3K14"	"HIPK1"	"43"	"0.925105026340554"	"Sig-non"
"MAP3K14"	"IRAK1"	"44"	"0.925298142301718"	"Sig-non"
"MAP3K14"	"LIMK1"	"45"	"0.926014833837208"	"Sig-non"
"MAP3K14"	"LIMK2"	"46"	"0.926749907703608"	"Sig-non"
"MAP3K14"	"MAK"	"47"	"0.927024947979961"	"Sig-non"
"MAP3K14"	"MAP2K1"	"48"	"0.928680603158059"	"Non-non"
"MAP3K14"	"MAP2K2"	"49"	"0.928859041930942"	"Sig-non"
"MAP3K14"	"MAP2K3"	"50"	"0.93007229174605"	"Sig-non"
"MAP3K14"	"MAP2K6"	"51"	"0.930083881292733"	"Sig-non"
"MAP3K14"	"MAP3K6"	"52"	"0.930921589507603"	"Sig-non"
"MAP3K14"	"MAP3K8"	"53"	"0.931756122154288"	"Sig-non"
"MAP3K14"	"MAP3K9"	"54"	"0.932365254103396"	"Sig-non"
"MAP3K14"	"MAPK1"	"55"	"0.93379963116643"	"Sig-non"
"MAP3K14"	"MAPK3"	"56"	"0.934408514379129"	"Sig-non"
"MAP3K14"	"MAPK6"	"57"	"0.935409383055599"	"Sig-non"
"MAP3K14"	"MAPK7"	"58"	"0.935898067837673"	"Sig-non"
"MAP3K14"	"MAPK9"	"59"	"0.935913097047169"	"Sig-non"
"MAP3K14"	"NEK2"	"60"	"0.935964553826428"	"Sig-non"
"MAP3K14"	"PAK1"	"61"	"0.937270999593789"	"Sig-non"
"MAP3K14"	"PAK2"	"62"	"0.937591768826737"	"Sig-non"
"MAP3K14"	"PAK7"	"63"	"0.937869352326792"	"Non-non"
"MAP3K14"	"PCTK3"	"64"	"0.937988619966447"	"Non-non"
"MAP3K14"	"PIM1"	"65"	"0.938406728690765"	"Non-non"
"MAP3K14"	"PKN1"	"66"	"0.938953096593999"	"Sig-non"
"MAP3K14"	"PLK1"	"67"	"0.939008961245003"	"Sig-non"
"MAP3K14"	"PRKAA1"	"68"	"0.940529879693662"	"Sig-non"
"MAP3K14"	"PRKAA2"	"69"	"0.941085855917534"	"Sig-non"
"MAP3K14"	"PRKCD"	"70"	"0.941316997468669"	"Sig-non"
"MAP3K14"	"PRKCE"	"71"	"0.941358520708806"	"Non-non"
"MAP3K14"	"PRKCH"	"72"	"0.941399475757662"	"Sig-non"
