Net_336	Net_336	Net_336
ELK1	MAP3K2	0.964356771716491
ELK1	BRAF	0.689280829822503
ELK1	ARAF	0.993196656024517
ELK1	RAF1	0.867847119544554
ELK1	KRAS	0.969903036945434
ELK1	RRAS	0.987482073394596
ELK1	NRAS	0.970196721634379
ELK1	HRAS	0.937500086618097
ELK1	RASA3	0.906794677451064
ELK1	PLCB3	0.977671179038262
ELK1	SIPA1	0.957371159066558
MAP2	MBP	0.992193897845978
MAP2	MAPK1	0.972282694777543
MAP2	MAPK3	0.982425798866245
MAP2	MAP2K2	0.992617885272728
MAP2	MAP2K1	0.993078719854425
MAP2	MAP3K3	0.956830761935988
MAP2	MAP3K2	0.990869410865221
MAP2	BRAF	0.991917902511293
MAP2	ARAF	0.992652767853266
MAP2	RAF1	0.997625279231579
MAP2	KRAS	0.996440076429774
MAP2	RRAS	0.950253656236716
MAP2	NRAS	0.922404341608052
MAP2	HRAS	0.989755961455878
MAP2	RASA3	0.996438508317028
MAP2	PLCB3	0.998257068685065
MAP2	SIPA1	0.990566323873656
MBP	MAPK1	0.995343662512626
MBP	MAPK3	0.990470757848037
MBP	MAP2K2	0.995678975611887
MBP	MAP2K1	0.997640224648907
MBP	MAP3K3	0.979298227842976
MBP	MAP3K2	0.996218994228252
MBP	BRAF	0.996739877753777
MBP	ARAF	0.995395879301589
MBP	RAF1	0.998779379756163
MBP	KRAS	0.961747835693871
MBP	RRAS	0.958559515605447
MBP	NRAS	0.979599370089634
MBP	HRAS	0.998832707151782
MBP	RASA3	0.999325562924546
MBP	PLCB3	0.999063139855929
MBP	SIPA1	0.998113320351569
MAPK1	MAPK3	0.956344711743037
MAPK1	MAP2K2	0.986331828439236
MAPK1	MAP2K1	0.835486051398088
MAPK1	MAP3K3	0.966428016760854
MAPK1	MAP3K2	0.977728783070886
MAPK1	BRAF	0.959629926112358
MAPK1	ARAF	0.979202874237084
MAPK1	RAF1	0.973549081644785
MAPK1	KRAS	0.993987918547804
MAPK1	RRAS	0.967335407863842
MAPK1	NRAS	0.856065887650289
MAPK1	HRAS	0.992779840909536
MAPK1	RASA3	0.936519539941736
MAPK1	PLCB3	0.994229693068116
MAPK1	SIPA1	0.937186075304201
MAPK3	MAP2K2	0.982336161004632
MAPK3	MAP2K1	0.98601755150891
MAPK3	MAP3K3	0.844459703630045
MAPK3	MAP3K2	0.952286755774763
MAPK3	BRAF	0.98248475181069
MAPK3	ARAF	0.91571773422481
MAPK3	RAF1	0.988532817713246
MAPK3	KRAS	0.953117137499585
MAPK3	RRAS	0.89349226437405
MAPK3	NRAS	0.906169260704435
MAPK3	HRAS	0.950063940926528
MAPK3	RASA3	0.960937507413851
MAPK3	PLCB3	0.954200147471786
MAPK3	SIPA1	0.961055338615291
MAP2K2	MAP2K1	0.992716804650702
MAP2K2	MAP3K3	0.99184333937882
MAP2K2	MAP3K2	0.996491750726302
MAP2K2	BRAF	0.997506869641515
MAP2K2	ARAF	0.941173437575387
MAP2K2	RAF1	0.992134116646412
MAP2K2	KRAS	0.998367941311016
MAP2K2	RRAS	0.991773350425017
MAP2K2	NRAS	0.990427349110526
MAP2K2	HRAS	0.981657955021561
MAP2K2	RASA3	0.965803902880383
MAP2K2	PLCB3	0.9932541196292
MAP2K2	SIPA1	0.974106568350369
MAP2K1	MAP3K3	0.985281782977675
MAP2K1	MAP3K2	0.990198369384082
MAP2K1	BRAF	0.91965249015922
MAP2K1	ARAF	0.99088641009521
MAP2K1	RAF1	0.966762641429844
MAP2K1	KRAS	0.994805771511656
MAP2K1	RRAS	0.990614791652683
MAP2K1	NRAS	0.928862158792192
MAP2K1	HRAS	0.990689882058518
MAP2K1	RASA3	0.956834570260025
MAP2K1	PLCB3	0.990072288895691
MAP2K1	SIPA1	0.97060263499175
MAP3K3	MAP3K2	0.89944687773984
MAP3K3	BRAF	0.950714846893032
MAP3K3	ARAF	0.92235976157589
MAP3K3	RAF1	0.970277721408809
MAP3K3	KRAS	0.920486556777286
MAP3K3	RRAS	0.844723410587554
MAP3K3	NRAS	0.86913982778706
MAP3K3	HRAS	0.956093374436838
MAP3K3	RASA3	0.984964963340476
MAP3K3	PLCB3	0.976037765650139
MAP3K3	SIPA1	0.978555577734972
MAP3K2	BRAF	0.957973810994471
MAP3K2	ARAF	0.955773978228466
MAP3K2	RAF1	0.991862839233286
MAP3K2	KRAS	0.972962922788175
MAP3K2	RRAS	0.958415708913217
MAP3K2	NRAS	0.921181298166208
MAP3K2	HRAS	0.984891843810591
MAP3K2	RASA3	0.99425738477884
MAP3K2	PLCB3	0.990103142949559
MAP3K2	SIPA1	0.993828340795601
BRAF	ARAF	0.992626401799233
BRAF	RAF1	0.915020830378727
BRAF	KRAS	0.953536646430437
BRAF	RRAS	0.985096374599437
BRAF	NRAS	0.982368857433754
BRAF	HRAS	0.93954155850004
BRAF	RASA3	0.957628734040387
BRAF	PLCB3	0.98176840992065
BRAF	SIPA1	0.978442152265843
ARAF	RAF1	0.995989130591376
ARAF	KRAS	0.986296225218072
ARAF	RRAS	0.970541052734511
ARAF	NRAS	0.940451443993348
ARAF	HRAS	0.978186369314411
ARAF	RASA3	0.989055370399131
ARAF	PLCB3	0.989581107004197
ARAF	SIPA1	0.974205342902792
RAF1	KRAS	0.982890354273689
RAF1	RRAS	0.990980304510231
RAF1	NRAS	0.988591832818732
RAF1	HRAS	0.957536381196605
RAF1	RASA3	0.957802741934156
RAF1	PLCB3	0.985874710191945
RAF1	SIPA1	0.977819990550576
KRAS	RRAS	0.97417325443272
KRAS	NRAS	0.974464507623368
KRAS	HRAS	0.982039193679514
KRAS	RASA3	0.995727585841002
KRAS	PLCB3	0.991741905314713
KRAS	SIPA1	0.996904324379555
RRAS	NRAS	0.881759460097032
RRAS	HRAS	0.984916629591525
RRAS	RASA3	0.989824992097904
RRAS	PLCB3	0.982098780397388
RRAS	SIPA1	0.973823982178046
NRAS	HRAS	0.988121161662777
NRAS	RASA3	0.962922284528867
NRAS	PLCB3	0.991345860850747
NRAS	SIPA1	0.958504950685921
HRAS	RASA3	0.991349286481841
HRAS	PLCB3	0.953689549122575
HRAS	SIPA1	0.994813405815812
RASA3	PLCB3	0.994670541641728
RASA3	SIPA1	0.949302461308717
PLCB3	SIPA1	0.988116688251841
