Net_307	Net_307	Net_307
JUN	MAP3K7	0.99991377042274
JUN	MAPK8	0.998019806572854
JUN	MAP2K4	0.998901566292284
JUN	RB1	0.999123873011516
JUN	LMNB2	0.984130683474227
JUN	LMNB1	0.982932385914229
JUN	LMNA	0.994103811757496
JUN	CASP6	0.996040990517297
JUN	PRKDC	0.997883275322249
JUN	DFFB	0.999917953721289
JUN	DFFA	0.994829694272345
JUN	SPTAN1	0.97539092665116
JUN	ARHGDIB	0.997408147401779
JUN	PAK2	0.998753144475504
JUN	PAK1	0.987043129455232
JUN	PARP1	0.992054294335134
JUN	CASP7	0.993138199200611
JUN	CASP10	0.999954388676443
JUN	RIPK2	0.998889350242627
JUN	CFLAR	0.993487835758106
JUN	CASP8	0.996179939985131
JUN	FAF1	0.997872101297863
JUN	FADD	0.992827391686246
JUN	CASP3	0.996976640114049
JUN	APAF1	0.999916212281658
JUN	CASP9	0.999911376633578
JUN	BCL2	0.995344849465942
JUN	CYCS	0.993195905352098
JUN	MAPKAPK3	0.998944441145469
JUN	MAPKAPK2	0.999835149581856
JUN	IL1A	0.998026008180235
JUN	TNF	0.999789098073597
JUN	HSPB1	0.999827747383255
JUN	FAS	0.991453493048387
JUN	FASLG	0.99842680364343
JUN	DAXX	0.999887099977186
MAP3K7	MAPK8	0.997304886539915
MAP3K7	MAP2K4	0.980844326850218
MAP3K7	RB1	0.986802747575667
MAP3K7	LMNB2	0.998993679750503
MAP3K7	LMNB1	0.99812333589584
MAP3K7	LMNA	0.999690817049879
MAP3K7	CASP6	0.999045211650882
MAP3K7	PRKDC	0.978199827475073
MAP3K7	DFFB	0.998595766773254
MAP3K7	DFFA	0.999683248918308
MAP3K7	SPTAN1	0.99950881172292
MAP3K7	ARHGDIB	0.999801694191279
MAP3K7	PAK2	0.994857551650747
MAP3K7	PAK1	0.999566216617908
MAP3K7	PARP1	0.996388526159571
MAP3K7	CASP7	0.999653136167073
MAP3K7	CASP10	0.999727003202539
MAP3K7	RIPK2	0.999834493554635
MAP3K7	CFLAR	0.99890001965971
MAP3K7	CASP8	0.996041342527096
MAP3K7	FAF1	0.999356879294262
MAP3K7	FADD	0.999662557429356
MAP3K7	CASP3	0.997110835156794
MAP3K7	APAF1	0.998732043355733
MAP3K7	CASP9	0.999642656352132
MAP3K7	BCL2	0.999974110703073
MAP3K7	CYCS	0.997497892739598
MAP3K7	MAPKAPK3	0.993711328354032
MAP3K7	MAPKAPK2	0.999607232042956
MAP3K7	IL1A	0.99997559620768
MAP3K7	TNF	0.997311145353368
MAP3K7	HSPB1	0.999917693108575
MAP3K7	FAS	0.999633351034222
MAP3K7	FASLG	0.977085626422651
MAP3K7	DAXX	0.998153047849108
MAPK8	MAP2K4	0.994124762675188
MAPK8	RB1	0.967405206144429
MAPK8	LMNB2	0.999669348055443
MAPK8	LMNB1	0.999566311914194
MAPK8	LMNA	0.999937699108942
MAPK8	CASP6	0.999794937680461
MAPK8	PRKDC	0.998072242622962
MAPK8	DFFB	0.999707792642749
MAPK8	DFFA	0.981390564410903
MAPK8	SPTAN1	0.998922606613943
MAPK8	ARHGDIB	0.998896289035997
MAPK8	PAK2	0.998686807953377
MAPK8	PAK1	0.999807609972508
MAPK8	PARP1	0.999497037687253
MAPK8	CASP7	0.991896498855322
