"Gene1"	"Gene2"	"No"	"Weight"	"Significant"
"GABBR2"	"GRM2"	"59"	"1"	"Sig-non"
"GABBR2"	"GRM5"	"60"	"1"	"Sig-non"
"GABBR2"	"GRM1"	"61"	"1"	"Sig-sig"
"GABBR1"	"CASR"	"62"	"1"	"Sig-non"
"GABBR1"	"GRM6"	"63"	"1"	"Sig-sig"
"GABBR1"	"GRM7"	"64"	"1"	"Sig-non"
"GABBR1"	"GRM4"	"65"	"1"	"Sig-non"
"GABBR1"	"GRM8"	"66"	"1"	"Sig-non"
"GABBR1"	"GRM3"	"67"	"1"	"Sig-non"
"GABBR1"	"GRM2"	"68"	"1"	"Sig-non"
"GABBR1"	"GRM5"	"69"	"1"	"Sig-non"
"GABBR1"	"GRM1"	"70"	"1"	"Sig-sig"
"CASR"	"GRM6"	"71"	"1"	"Sig-non"
"CASR"	"GRM7"	"72"	"1"	"Non-non"
"CASR"	"GRM4"	"73"	"1"	"Non-non"
"CASR"	"GRM8"	"74"	"1"	"Non-non"
"CASR"	"GRM3"	"75"	"1"	"Non-non"
"CASR"	"GRM2"	"76"	"1"	"Non-non"
"CASR"	"GRM5"	"77"	"1"	"Non-non"
"CASR"	"GRM1"	"78"	"1"	"Sig-non"
"GRM6"	"GRM7"	"79"	"1"	"Sig-non"
"GRM6"	"GRM4"	"80"	"1"	"Sig-non"
"GRM6"	"GRM8"	"81"	"1"	"Sig-non"
"GRM6"	"GRM3"	"82"	"1"	"Sig-non"
"GRM6"	"GRM2"	"83"	"1"	"Sig-non"
"GRM6"	"GRM5"	"84"	"1"	"Sig-non"
"GRM6"	"GRM1"	"85"	"1"	"Sig-sig"
"GRM7"	"GRM4"	"86"	"1"	"Non-non"
"GRM7"	"GRM8"	"87"	"1"	"Non-non"
"GRM7"	"GRM3"	"88"	"1"	"Non-non"
"GRM7"	"GRM2"	"89"	"1"	"Non-non"
"GRM7"	"GRM5"	"90"	"1"	"Non-non"
"GRM7"	"GRM1"	"91"	"1"	"Sig-non"
"GRM4"	"GRM8"	"92"	"1"	"Non-non"
"GRM4"	"GRM3"	"93"	"1"	"Non-non"
"GRM4"	"GRM2"	"94"	"1"	"Non-non"
"GRM4"	"GRM5"	"95"	"1"	"Non-non"
"GRM4"	"GRM1"	"96"	"1"	"Sig-non"
"GRM8"	"GRM3"	"97"	"1"	"Non-non"
"GRM8"	"GRM2"	"98"	"1"	"Non-non"
"GRM8"	"GRM5"	"99"	"1"	"Non-non"
"GRM8"	"GRM1"	"100"	"1"	"Sig-non"
"GRM3"	"GRM2"	"101"	"1"	"Non-non"
"GRM3"	"GRM5"	"102"	"1"	"Non-non"
"GRM3"	"GRM1"	"103"	"1"	"Sig-non"
"GRM2"	"GRM5"	"104"	"1"	"Non-non"
"GRM2"	"GRM1"	"105"	"1"	"Sig-non"
"GRM5"	"GRM1"	"106"	"Net_357"	"Sig-non"
