"Gene1"	"Gene2"	"No"	"Weight"	"Significant"
"Net_248"	"Net_248"	"1"	"0.753835558228749"	"Non-non"
"CD28"	"CD247"	"2"	"0.837628773616016"	"Sig-non"
"CD28"	"CD3D"	"3"	"0.850549023989021"	"Non-non"
"CD28"	"CD3E"	"4"	"0.900595620941469"	"Non-non"
"CD28"	"CD3G"	"5"	"0.904158331817048"	"Non-non"
"CD28"	"CD4"	"6"	"0.908539404656584"	"Non-non"
"CD28"	"PTPRC"	"7"	"0.918903912719798"	"Sig-non"
"CD28"	"LCK"	"8"	"0.920801927354755"	"Non-non"
"CD28"	"CD8A"	"9"	"0.921363252912796"	"Non-non"
"CD28"	"CD8B"	"10"	"0.931508169324568"	"Non-non"
"CD28"	"ITK"	"11"	"0.936296401223411"	"Sig-non"
"CD28"	"PIK3C2A"	"12"	"0.936480692529249"	"Sig-non"
"CD28"	"PIK3C2B"	"13"	"0.937546504291655"	"Sig-non"
"CD28"	"PIK3C2G"	"14"	"0.938100006130545"	"Non-non"
"CD28"	"PIK3C3"	"15"	"0.943088095331897"	"Non-non"
"CD28"	"PIK3CA"	"16"	"0.947117142243274"	"Non-non"
"CD28"	"PIK3CB"	"17"	"0.948287335057854"	"Non-non"
"CD28"	"PIK3CD"	"18"	"0.948993342483815"	"Sig-non"
"CD28"	"PIK3CG"	"19"	"0.950756591363114"	"Sig-non"
"CD28"	"PIK3R1"	"20"	"0.951634265855739"	"Sig-non"
"CD28"	"PIK3R2"	"21"	"0.952098400554731"	"Sig-non"
"CD28"	"PIK3R3"	"22"	"0.953565730714896"	"Non-non"
"CD28"	"PIK3R5"	"23"	"0.954628247920565"	"Non-non"
"CD28"	"SHB"	"24"	"0.95512069385499"	"Non-non"
"CD28"	"LCP2"	"25"	"0.955784177340356"	"Sig-non"
"CD28"	"LAT"	"26"	"0.955904938909891"	"Sig-non"
"CD28"	"GRB2"	"27"	"0.957390446892402"	"Non-non"
"CD28"	"SOS1"	"28"	"0.957403002217808"	"Sig-non"
"CD28"	"SOS2"	"29"	"0.961140126551105"	"Sig-non"
"CD28"	"HRAS"	"30"	"0.961681975520295"	"Non-non"
"CD28"	"KRAS"	"31"	"0.962710101117009"	"Sig-non"
"CD28"	"MRAS"	"32"	"0.963483730107059"	"Non-non"
"CD28"	"NRAS"	"33"	"0.966316783054126"	"Sig-non"
"CD28"	"RRAS"	"34"	"0.96718011220469"	"Sig-non"
"CD28"	"RRAS2"	"35"	"0.967391304847398"	"Sig-non"
"CD28"	"RAF1"	"36"	"0.967903875848763"	"Non-non"
"CD28"	"RAC1"	"37"	"0.968277318881269"	"Sig-non"
"CD28"	"MAP2K4"	"38"	"0.968443809934013"	"Sig-non"
"CD28"	"MAPK8"	"39"	"0.968508840868956"	"Non-non"
"CD28"	"CALM1"	"40"	"0.968708126766693"	"Sig-non"
"CD28"	"PPP3CA"	"41"	"0.969479760665"	"Non-non"
"CD28"	"PPP3CB"	"42"	"0.969707450872347"	"Sig-non"
"CD28"	"PPP3CC"	"43"	"0.970016270957381"	"Sig-non"
"CD28"	"PPP3R1"	"44"	"0.970237777756285"	"Sig-non"
"CD28"	"CALM2"	"45"	"0.970378813140554"	"Non-non"
"CD28"	"CALM3"	"46"	"0.970436035204215"	"Sig-non"
"CD28"	"CALML5"	"47"	"0.971049400454315"	"Non-non"
"CD28"	"CAMK4"	"48"	"0.971056947257098"	"Non-non"
"CD28"	"NFAT5"	"49"	"0.971096939321238"	"Non-non"
"CD28"	"NFATC1"	"50"	"0.97129673362127"	"Sig-non"
"CD28"	"NFATC3"	"51"	"0.971531612209997"	"Sig-non"
"CD28"	"NFATC4"	"52"	"0.971555598650162"	"Sig-non"
"CD28"	"MALT1"	"53"	"0.973783213897952"	"Sig-non"
"CD28"	"MAPK1"	"54"	"0.973994298592629"	"Sig-non"
"CD28"	"ELK1"	"55"	"0.974163874452348"	"Sig-non"
"CD28"	"MAPK3"	"56"	"0.974175462176848"	"Sig-non"
"CD28"	"JUN"	"57"	"0.974250006881172"	"Sig-non"
"CD28"	"FOS"	"58"	"0.974609773509179"	"Sig-non"
"CD247"	"CD3D"	"59"	"0.974815460188816"	"Sig-non"
"CD247"	"CD3E"	"60"	"0.974980215048311"	"Sig-non"
"CD247"	"CD3G"	"61"	"0.975547140334915"	"Sig-non"
