"Gene1"	"Gene2"	"No"	"Weight"	"Significant"
"Net_361"	"Net_361"	"1"	"0.705929077228651"	"Non-non"
"WAS"	"WASL"	"2"	"0.80660165841435"	"Sig-non"
"WAS"	"CDC42"	"3"	"0.82047746240986"	"Sig-non"
"WAS"	"TNK2"	"4"	"0.842624159707103"	"Non-non"
"WAS"	"CALM1"	"5"	"0.847432285804974"	"Sig-non"
"WAS"	"ARHGDIG"	"6"	"0.860516091654509"	"Non-non"
"WAS"	"CFL1"	"7"	"0.882599000927134"	"Non-non"
"WAS"	"PIK3CD"	"8"	"0.903817533099545"	"Sig-non"
"WAS"	"PIK3CB"	"9"	"0.907859137552253"	"Non-non"
"WAS"	"PIK3CA"	"10"	"0.911880087469731"	"Non-non"
"WAS"	"ROCK2"	"11"	"0.917998816420573"	"Sig-non"
"WAS"	"ROCK1"	"12"	"0.919246427887892"	"Sig-non"
"WAS"	"RPS6KB1"	"13"	"0.919816477042659"	"Sig-non"
"WAS"	"IQGAP2"	"14"	"0.923263727986893"	"Sig-non"
"WAS"	"IQGAP1"	"15"	"0.923744340682927"	"Sig-non"
"WAS"	"CIT"	"16"	"0.924372747411268"	"Sig-non"
"WAS"	"MYL1"	"17"	"0.926095938275054"	"Non-non"
"WAS"	"MAP3K4"	"18"	"0.926674481964861"	"Sig-non"
"WAS"	"RAC1"	"19"	"0.928327654706224"	"Sig-non"
"WAS"	"ARHGDIB"	"20"	"0.92862653968783"	"Sig-non"
"WAS"	"PPP1CB"	"21"	"0.929439501956302"	"Sig-non"
"WAS"	"MYBPH"	"22"	"0.933403997690532"	"Sig-non"
"WAS"	"PKN1"	"23"	"0.933463254487359"	"Sig-non"
"WAS"	"MAPK10"	"24"	"0.933509922025643"	"Sig-non"
"WAS"	"PIP4K2A"	"25"	"0.935275256975773"	"Sig-non"
"WAS"	"PFN1"	"26"	"0.935898334754818"	"Non-non"
"WAS"	"DIAPH1"	"27"	"0.93671463668699"	"Sig-non"
"WAS"	"PIK3R2"	"28"	"0.937466012060786"	"Sig-non"
"WAS"	"RHOA"	"29"	"0.937608546281996"	"Sig-non"
"WAS"	"ARHGEF1"	"30"	"0.943679696394455"	"Non-non"
"WAS"	"GNA13"	"31"	"0.946572692713905"	"Non-non"
"WAS"	"LIMK1"	"32"	"0.946594083253565"	"Sig-non"
"WASL"	"CDC42"	"33"	"0.946991800213141"	"Sig-sig"
"WASL"	"TNK2"	"34"	"0.947534089092364"	"Sig-non"
"WASL"	"CALM1"	"35"	"0.948755318301118"	"Sig-sig"
"WASL"	"ARHGDIG"	"36"	"0.948991534936006"	"Sig-non"
"WASL"	"CFL1"	"37"	"0.9499106405696"	"Sig-non"
"WASL"	"PIK3CD"	"38"	"0.950076840215548"	"Sig-sig"
"WASL"	"PIK3CB"	"39"	"0.950186026275158"	"Sig-non"
"WASL"	"PIK3CA"	"40"	"0.951500766536184"	"Sig-non"
"WASL"	"ROCK2"	"41"	"0.953101268508331"	"Sig-sig"
"WASL"	"ROCK1"	"42"	"0.954624924611589"	"Sig-sig"
"WASL"	"RPS6KB1"	"43"	"0.95577887601367"	"Sig-sig"
"WASL"	"IQGAP2"	"44"	"0.956517117482415"	"Sig-sig"
"WASL"	"IQGAP1"	"45"	"0.958026116675372"	"Sig-sig"
"WASL"	"CIT"	"46"	"0.958720186603268"	"Sig-sig"
"WASL"	"MYL1"	"47"	"0.959714880563985"	"Sig-non"
"WASL"	"MAP3K4"	"48"	"0.961449170370159"	"Sig-sig"
"WASL"	"RAC1"	"49"	"0.961798871408193"	"Sig-sig"
"WASL"	"ARHGDIB"	"50"	"0.962412762570934"	"Sig-sig"
"WASL"	"PPP1CB"	"51"	"0.96291442507694"	"Sig-sig"
"WASL"	"MYBPH"	"52"	"0.963247375228754"	"Sig-sig"
"WASL"	"PKN1"	"53"	"0.963570805298713"	"Sig-sig"
"WASL"	"MAPK10"	"54"	"0.963931536675278"	"Sig-sig"
"WASL"	"PIP4K2A"	"55"	"0.964810970931062"	"Sig-sig"
"WASL"	"PFN1"	"56"	"0.964853461127568"	"Sig-non"
"WASL"	"DIAPH1"	"57"	"0.965443189103297"	"Sig-sig"
"WASL"	"PIK3R2"	"58"	"0.966584502471369"	"Sig-sig"
"WASL"	"RHOA"	"59"	"0.966893757255011"	"Sig-sig"
"WASL"	"ARHGEF1"	"60"	"0.967138342219116"	"Sig-non"
"WASL"	"GNA13"	"61"	"0.96843076772771"	"Sig-non"
"WASL"	"LIMK1"	"62"	"0.968514160209594"	"Sig-sig"
"CDC42"	"TNK2"	"63"	"0.968742212884226"	"Sig-non"
"CDC42"	"CALM1"	"64"	"0.969546047065096"	"Sig-sig"
"CDC42"	"ARHGDIG"	"65"	"0.969566804881091"	"Sig-non"
"CDC42"	"CFL1"	"66"	"0.969598539176036"	"Sig-non"
"CDC42"	"PIK3CD"	"67"	"0.969779225587488"	"Sig-sig"
